Posted Date;Letter Issue Date;Company Name;Issuing Office;Subject;Response Letter;Closeout Letter
09/30/2019;09/06/2019;Divyata;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
09/30/2019;09/06/2019;Meds4U;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
09/30/2019;09/06/2019;Euphoria Healthcare Pvt Ltd.;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
10/01/2019;09/18/2019;Dynamic Color Inc;Center for Food Safety and Applied Nutrition;Cosmetics/Adulterated/Misbranded;;02/03/2023
10/01/2019;09/23/2019;Natural Wonder Products Corp;Division of Pharmaceutical Quality Operations IV;New Animal Drug/Adulterated;;
09/18/2018;08/21/2018;Les Emballages Facoteck Inc;Center for Drug Evaluation and Research;CGMP/Finished Pharmaceuticals/Adulterated/Misbranded;;
10/01/2019;09/24/2019;Florida Import Export Services;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/01/2019;08/29/2019;Shanghai Institute of Pharmaceutical Industry;Center for Drug Evaluation and Research;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated/Refused Inspection;;
10/01/2019;09/18/2019;Color Art, Inc. DBA Solid Ink;Center for Food Safety and Applied Nutrition;Cosmetics/Adulterated/Misbranded;;
10/01/2019;09/13/2019;Galt Pharmaceuticals LLC;Office of Prescription Drug Promotion;False & Misleading Claims/Misbranded;;06/12/2020
10/01/2019;09/18/2019;Intenze Products Inc.;Center for Food Safety and Applied Nutrition;Cosmetics/Adulterated/Misbranded;;
10/01/2019;09/18/2019;Alternative Laboratories;Office of Human and Animal Food Operations East Division IV;Dietary Supplement/Adulterated;;05/26/2020
10/01/2019;09/12/2019;Dermameal Co., Ltd.;Center for Drug Evaluation and Research;CGMP/Finished Pharmaceuticals/Adulterated;;
10/01/2019;09/10/2019;Lupin Limited;Center for Drug Evaluation and Research;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;
10/08/2019;09/30/2019;Hookah Design, LLC d/b/a Fumo Design, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/24/2019;Texas Smoke Accessories/Luxury Lites;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/24/2019;Compuzone, Inc. d/b/a Vaping Zone;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/24/2019;Harold Brey & Sons Inc.;Division of Human and Animal Food Operations East I;Food/Egg/Prepared Packed or Held Under Insanitary Conditions/Adulterated;;
10/08/2019;09/27/2019;Ibitta Enterprises, Inc.;Division of Human and Animal Food Operations West V;CGMP/Dietary Supplement/Adulterated/Misbranded;;
09/17/2019;09/06/2019;Sugarcreek Livestock Auction, Inc.;Division of Human and Animal Food Operations East V (HAFE5);CGMP/Medicated Feeds/Adulterated;;
09/17/2019;09/09/2019;Susan P. King-Harris, D.P.M.;Center for Drug Evaluation and Research;Bioresearch Monitoring Program/IRB;;
09/17/2019;08/20/2019;ATMOMIXANI E.E.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
09/24/2019;08/22/2019;Titos CHR Royal Internet Services LTD d/b/a Titos CHR Electronic Cigarettes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/24/2019;Bisket Vapes, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/26/2019;NuCare Pharmaceuticals Inc;Center for Drug Evaluation and Research;Failure to Comply with Drug Listing Requirements/Misbranded;;
10/08/2019;09/24/2019;Misty Mountain Vapors, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/30/2019;Delaware Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/27/2019;Centennial Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/24/2019;Hans Kissle Company, LLC;Division of Human and Animal Food Operations East I (HAFE1);CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions;;01/15/2021
10/08/2019;09/27/2019;Premium eJuice USA LLC d/b/a Vapor Lab;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/24/2019;Orama Hookah Corporation;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/27/2019;IronVapin;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/27/2019;UltraUK Group d/b/a Ultra Vape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/30/2019;Family Fertility Center;Division of Biological Products Operations II;Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps);;
10/08/2019;09/27/2019;Hakooh LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/24/2019;Prime Hookah Incorporated;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/08/2019;09/12/2019;Herbal Healer Academy, Inc.;Division of Human and Animal Food Operations West III;Unapproved New Drugs/Misbranded;;05/12/2020
08/20/2019;08/06/2019;Let's Talk Health, Inc.;Division of Human and Animal Food Operations West V;Unapproved New Drugs/Misbranded;;
08/20/2019;08/01/2019;TG United, Inc.;Office of Pharmaceutical Quality Operations, Division II;CGMP/Finished Pharmaceuticals/Adulterated;;
08/20/2019;03/20/2019;Innovative Sterilization Technologies LLC;Division of Medical Device and Radiological Health Operations East;Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA);;12/27/2022
08/27/2019;07/12/2019;CTX Lifesciences Private Ltd.;Center for Drug Evaluation and Research;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;01/18/2023
08/27/2019;08/08/2019;Sunshine International Foods, Inc.;Division of Human and Animal Food Operations East I;CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions;;03/02/2021
07/16/2018;07/16/2018;Lopez Gonzalez Santana Corporation dba Domel and dba Dermixx;San Juan District Office;CGMP/Dietary Supplement/Adulterated/Misbranded;;
05/29/2018;05/25/2018;Southern Coast Enterprises;Center for Food Safety and Applied Nutrition (CFSAN);Acidified Foods/Emergency Permit Control/Adulterated/Misbranded;;
02/25/2020;02/13/2020;JHS Svendgaard Hygiene Products Ltd;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
02/25/2020;02/12/2020;Biomedix WAI;Office of Medical Device and Radiological Health Operations;CGMP/QSR/Medical Devices/Adulterated;;
02/25/2020;12/04/2019;Sassy Cow Creamery, LLC;Division of Human and Animal Food Operations West I;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;08/23/2021
02/25/2020;09/25/2019;Banjaras Inc;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;02/12/2021
02/25/2020;02/04/2020;Unetixs Vascular, Inc.;Office of Medical Device and Radiological Health Operations (Division 1);CGMP/QSR/Medical Devices/Adulterated;;
02/25/2020;02/21/2020;Sprouts Unlimited Inc;Division of Human and Animal Food Operations West II;Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated;;05/12/2021
02/25/2020;01/09/2020;Hindy Import Inc.;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
02/25/2020;02/18/2020;LeeSar, Inc.;Office of Pharmaceutical Quality;CGMP/Drug Products/Adulterated;;
02/25/2020;02/21/2020;Jimmy John’s Franchise, LLC;Division of Human and Animal Food Operations East VI;Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated;;
03/03/2020;12/06/2019;Zona Health Inc.;OHT2: Office of Cardiovascular Devices, Office of Product Evaluation and Quality;Premarket Approval/Misbranded/Adulterated;;
03/03/2020;02/21/2020;Outlook Pharmaceuticals, Inc.;The Office of Prescription Drug Promotion (OPDP);False & Misleading Claims/Misbranded;;12/13/2021
03/03/2020;09/25/2019;ITL Asia Pacific Sdn Bhd;OHT3: Office of Gastrorenal, ObGyn, General Hospital, and Urology Devices, Office of Product Evaluation and Quality;CGMP/QSR/Medical Devices/Adulterated/Misbranded;;
03/03/2020;02/21/2020;Natures Rx, LLC;Division of Pharmaceutical Quality Operations IV;Unapproved New Drugs/Misbranded;;
03/03/2020;02/10/2020;Lemond Trading Corp;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
03/03/2020;02/10/2020;Acino Products, LLC;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
03/03/2020;02/11/2020;Chemland Co., Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
03/03/2020;12/19/2019;Jiangsu JDC Medical Devices Co., Ltd.;OHT3: Office of Gastrorenal, ObGyn, General Hospital, and Urology Devices, Office of Product Evaluation and Quality;CGMP/QSR/Medical Devices/Adulterated/Misbranded;;05/24/2021
03/03/2020;10/28/2019;Silfradent Srl;OHT1: Office of Ophthalmic, Anesthesia, Respiratory, ENT and Dental Devices, Office of Product Evaluation and Quality;CGMP/QSR/Medical Devices/Adulterated/Misbranded;;
03/03/2020;02/28/2020;Sublime Liquids;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/19/2019;07/31/2019;Carolina Liquid Chemistries Corp;Center for Devices and Radiological Health;Premarket Approval/Misbranded/Adulterated;;11/18/2020
11/19/2019;10/17/2019;Marathon Ventures, Inc.;Office of Human and Animal Food- West Division II;CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated  ;;03/11/2021
11/19/2019;11/08/2019;A.P. Deauville, LLC;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
11/19/2019;10/28/2019;Torrent Pharma Inc;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;03/18/2022
11/25/2019;11/22/2019;Bella Rose Labs;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;Natural Native LLC;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;KOI CBD LLC;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;Organix Industries, Inc. dba Plant Organix;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;Mr. Pink Collections, LLC;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;Whole Leaf Organics, LLC;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;Sunflora, Inc./The CBD Store, LLC dba Your CBD Store;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;CDRL Nutritional, Inc.;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;Apex Hemp Oil LLC;Center for Veterinary Medicine;Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;Private I Salon, LLC;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/25/2019;11/22/2019;Sabai Ventures Ltd;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
11/26/2019;11/18/2019;EPH Technologies, Inc.;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
11/26/2019;11/19/2019;California Cereal Products;;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;
11/26/2019;09/10/2019;Lohxa LLC;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
12/03/2019;11/20/2019;D.A.Y. Farm;Office of Human and Animal Foods - West Division 1;PHS Act/Shell Egg Regulation/Adulterated;;11/21/2022
12/03/2019;11/09/2019;American Contract Systems, Inc.;Office of Medical Device and Radiological Health Division 3 West;CGMP/QSR/Manufacture/Packing/Storage/Installation/Adulterated;;
12/03/2019;10/28/2019;PT. SIG ASIA;Center for Food Safety and Applied Nutrition (CFSAN);Seafood HACCP/CGMP for Foods/Adulterated;;03/09/2020
12/10/2019;11/26/2019;Teligent Pharma, Inc.;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
12/10/2019;11/26/2019;ECIG Online Ltd d/b/a Vvapour;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;11/25/2020
12/10/2019;11/26/2019;KingPin Cigarettes, Inc. d/b/a Blackhat Vapor Company;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
12/10/2019;11/26/2019;Vapes by Enushi;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
12/10/2019;11/26/2019;VitaCig Canada;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;10/26/2020
12/10/2019;11/26/2019;TJ's E-Cigarettes Limited;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
12/10/2019;11/26/2019;Ralfy's Emporium;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;11/05/2020
04/28/2020;04/17/2020;Carroll-Baccari, Inc. dba Mavidon Medical Products;Division of Medical Device and Radiological Health Operations Central;CGMP/QSR/Medical Devices/Adulterated;;
12/01/2020;10/06/2020;West Coast Nuclear Pharmacy;Division of Pharmaceutical Quality Operations II;Compounding Pharmacy/Adulterated Drug Products;;
12/01/2020;10/20/2020;ForYou, Inc.;Division of Human and Animal Food Operations East III;CGMP/Dietary Supplement/Adulterated/Misbranded;;
12/01/2020;11/24/2020;Frito-Lay, Inc.;Division of Human and Animal Food Operations West III;CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;
12/01/2020;11/18/2020;Red Moon Herbs;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
12/01/2020;11/10/2020;Sage Woman Herbs, Ltd. dba Sage Consulting & Apothecary;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
12/01/2020;11/17/2020;Innovative Medicine LLC;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
12/01/2020;11/23/2020;Industry Lab Diagnostic Partners;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019;;
12/01/2020;11/17/2020;ChromaDex;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
12/08/2020;11/30/2020;Valentus, Inc.;Division of Human and Animal Food Operations West I;New Drug/Misbranded;;07/30/2021
12/08/2020;12/01/2020;Mushroom Revival, Inc.;Division of Human and Animal Food Operations East I;New Drug/Misbranded;;
12/08/2020;11/24/2020;Mexi-Land Inc.;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
12/08/2020;11/20/2020;Natures Boost LLC;Division of Human and Animal Food Operations West VI;New Drug/Misbranded;;04/22/2021
12/08/2020;12/01/2020;Corporativo Bureli S.A. de C.V.;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
12/11/2020;12/10/2020;Indigenous Products;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
12/11/2020;12/10/2020;iThrive.health;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
12/15/2020;10/29/2020;JC Ayur Life LLC;Division of Human and Animal Food Operations West V;Dietary Supplement/New Drug/Misbranded;;
12/15/2020;12/04/2020;Desert Alchemist LLC;Division of Human and Animal Food Operations West IV;New Drug/Misbranded;;
12/15/2020;12/02/2020;Smoky Mountain Naturals, LLC;Division of Human and Animal Food Operations East V;New Drug/Misbranded;;
12/15/2020;12/02/2020;Desert Premium Group, LLC;Office of Human and Animal Foods Division IV West;CGMP/Acidified Foods/Adulterated;;01/13/2023
12/16/2020;12/15/2020;Phoenix Biotechnology, Inc.;CDER Office of Compliance;Finished Pharmaceuticals/Unapproved new drug;;
12/22/2020;12/11/2020;Campimex, Inc.;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
12/22/2020;12/16/2020;Whole Foods Market;Center for Food Safety and Applied Nutrition (CFSAN);Food Labeling/Misbranded;;
12/22/2020;08/25/2020;Customceutical Compounding;Division of Pharmaceutical Quality Operations IV;Compounding Pharmacy/Adulterated Drug Products;;
12/22/2020;12/22/2020;New Leaf Pharmaceuticals, LLC;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
12/22/2020;12/22/2020;NextL3vel Services Group, LLC dba This Stuff Is Good For You;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
12/22/2020;12/22/2020;Wellness BioSciences Rx;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
12/22/2020;12/22/2020;G & L Wellness, LLC;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
12/29/2020;12/03/2020;Clientele, Inc.;Division of Pharmaceutical Quality Operations II;CGMP/Finished Pharmaceuticals/Adulterated;;
12/29/2020;12/21/2020;Broncolin, S.A. de C.V.;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
06/02/2020;05/12/2020;Jabja Inc. d/b/a Eliquidplanet.com;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/02/2020;05/13/2020;Quality Dairy Company;Division of Human and Animal Food Operations East VI;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;05/12/2021
06/02/2020;04/22/2020;Flame On, Inc. d/b/a USA Less;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/02/2020;05/15/2020;LifeHealth Science;Division of Human and Animal Food Operations East V;Unapproved New Drugs/Misbranded;;
06/02/2020;05/22/2020;Frontier Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/04/2020;06/04/2020;MVS Richardson, LLC d/b/a Metro Vapors Burleson;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/05/2020;06/05/2020;StemStix, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/08/2020;06/08/2020;Jadore Enterprises, LLC dba Tiki Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/09/2020;05/28/2020;Iacofano's Group LLC;Division of Human and Animal Food Operations East III;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;
06/09/2020;05/22/2020;5150 Premium Vape Fluid, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/28/2020
06/09/2020;06/01/2020;Tasty Puff LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/11/2020;06/11/2020;South Texas Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/16/2020;06/05/2020;The Compounding Pharmacy;Division of Pharmaceutical Quality Operations II;Compounding Pharmacy/Adulterated Drug Products;;
06/16/2020;06/08/2020;Klarity Medical Products LLC;Division of Medical Device and Radiological Health Operations East;Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device;;
06/16/2020;04/22/2020;Liberty Menu, LLC d/b/a Liberty Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/16/2020;06/14/2020;Fenwal International, Inc.;Division of Biological Products Operations I;CGMP Deviations;;
06/16/2020;05/29/2020;Cali Rice Valley Inc.;Division of Human and Animal Food Operations West V;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
06/16/2020;05/22/2020;Such Vapor, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/16/2020;06/05/2020;StemStix, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/16/2020;05/29/2020;Cosmaceutical Research Lab Inc.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated/Misbranded;;
02/19/2021;02/18/2021;Enlifta, LLC;Center for Food Safety and Applied Nutrition (CFSAN);New Drug/Misbranded;;
05/26/2020;05/14/2020;Angiplast Private Limited;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Adulterated;;05/11/2021
05/26/2020;05/15/2020;Laboratorios Dentales De Zona Franca, S.A.;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Adulterated;;09/22/2021
05/19/2020;04/16/2020;Sooil Development Co., Ltd.;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Adulterated;;02/24/2023
02/23/2021;02/18/2021;Absara Cosmetics S.A.P.I DE C.V.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
02/23/2021;02/12/2021;CooperSurgical, Inc.;The Office of Prescription Drug Promotion (OPDP);False & Misleading Claims/Misbranded;;06/22/2022
02/26/2021;02/26/2021;Chuckin’ Clouds Vape Shop Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/22/2021
02/26/2021;02/26/2021;E-Cig Outlet LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/10/2022
02/26/2021;02/26/2021;Vapor City Plus, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;05/27/2022
02/26/2021;02/26/2021;The Chubby Baker LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
02/26/2021;02/26/2021;Bulldog Vapor, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/16/2021
02/26/2021;02/26/2021;Dripco. LLC d/b/a Dripco Vape Company;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
02/26/2021;02/26/2021;Vapor Maven E-Juice, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/01/2022
02/26/2021;02/26/2021;Adore eLiquid;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
02/26/2021;02/26/2021;California Vaping Company Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/08/2021
02/26/2021;02/26/2021;Smooth Vapes, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/22/2021
02/26/2021;02/26/2021;Vapor Invasion LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
02/26/2021;02/26/2021;VaporIce Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
02/26/2021;02/26/2021;Square Vape Labs Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/21/2021
02/26/2021;02/26/2021;Tally Ho Vapor Tonic LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/21/2021
02/26/2021;02/26/2021;The Vaporatory, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
02/26/2021;02/26/2021;Black Dog Reserve LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/30/2021
02/26/2021;02/26/2021;The Vapor Emporium, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/19/2021
02/26/2021;02/26/2021;The Vape Corner, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/09/2021
03/02/2021;02/25/2021;Inovaker Lab S.A. de C.V.;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
03/02/2021;02/22/2021;Yara Elena De La Garza Perez Nieto;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
03/02/2021;02/16/2021;KDunn and Associates, P.A. dba HealthQuilt;Center for Drug Evaluation and Research | CDER;Clinical Investigator;;
03/02/2021;02/22/2021;Asesores en Mantenimiento Hidraulico e Industrial, S.A. de C.V.;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
11/19/2019;11/13/2019;East Jefferson General Hospital;Center for Devices and Radiological Health;Mammography Quality Standards;;
03/04/2021;03/04/2021;Thermavis;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
03/04/2021;03/04/2021;Kogniz, Inc.;Center for Devices and Radiological Health;Adulterated and Misbranded;;
03/04/2021;03/04/2021;Certify Global Inc.;Center for Devices and Radiological Health;Device Adulterated and Misbranded;;
03/05/2021;03/04/2021;Workswell Group s.r.o.;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
03/05/2021;03/04/2021;Westminster International Ltd;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
03/04/2021;03/04/2021;Thermoteknix System Limited;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
10/15/2019;09/30/2019;SmokeTip.com, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/15/2019;10/08/2019;Torrent Pharmaceuticals Limited;Center for Drug Evaluation and Research;CGMP/Finished Pharmaceuticals/Adulterated;;
10/15/2019;08/20/2019;Vanilla Vapes Limited;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/15/2019;10/04/2019;Herbal Doctor Remedies;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
10/15/2019;10/01/2019;The Skin Atelier, Inc. d.b.a. Skinprint;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
10/15/2019;10/09/2019;Denterprise International, Inc.;Division of Medical Device and Radiological Health Operations Central;CGMP/QSR/Medical Devices/Adulterated;;
